id,city,city1,country,latitude,longitude,state,geo_accuracy
98248,Canton,Canton PA,US,40.1992,-80.3009,PA,unchecked
98249,Chartiers,Chartiers PA,US,40.2505,-80.2495,PA,unchecked
98250,Cecil,Cecil PA,US,40.3147,-80.1942,PA,unchecked
98251,Amwell,Amwell PA,US,40.0755,-80.1934,PA,unchecked
98252,Buffalo,Buffalo PA,US,40.1513,-80.3481,PA,unchecked
98253,Blaine,Blaine PA,US,40.1792,-80.3952,PA,unchecked
98254,Pharoah,Pharoah OK,US,35.4204,-96.1231,OK,unchecked
98255,Overlook,Overlook NC,US,35.3079,-82.4837,NC,unchecked
98256,Otto,Otto NC,US,35.0601,-83.3877,NC,unchecked
98257,Overhills,Overhills NC,US,35.221,-79.0317,NC,unchecked
98258,Ottanola,Ottanola NC,US,35.3918,-82.2784,NC,unchecked
98259,Hintzville,Hintzville WA,US,47.564,-122.8915,WA,unchecked
98260,Dogwood,Dogwood AL,US,33.1512,-86.873,AL,unchecked
98261,Othello,Othello NC,US,36.3623,-81.4462,NC,unchecked
98262,Oswego,Oswego NC,US,36.1502,-78.1972,NC,unchecked
98263,Foreman,Foreman LA,US,30.3691,-91.0098,LA,unchecked
98264,Mesa,Mesa MS,US,31.1474,-90.2004,MS,unchecked
98265,Polacca,Polacca AZ,US,35.8367,-110.3815,AZ,unchecked
98266,Tuleta,Tuleta TX,US,28.5767,-97.798,TX,unchecked
98267,Southwest,Southwest IN,US,41.5367,-85.9439,IN,unchecked
98268,Walls Crossing,Walls Crossing GA,US,32.2538,-84.3705,GA,unchecked
98269,Walnut Grove,Walnut Grove GA,US,33.7452,-83.8512,GA,unchecked
98270,Wallaceville,Wallaceville GA,US,34.8979,-85.3188,GA,unchecked
98271,Chevrolet,Chevrolet KY,US,36.8173,-83.2746,KY,unchecked
98272,Charlesmac Village,Charlesmac Village IN,US,39.6842,-85.9791,IN,unchecked
98273,Polk,Polk MO,US,37.7292,-93.2994,MO,unchecked
98274,Cherryville,Cherryville PA,US,40.7549,-75.5309,PA,unchecked
98275,Summer Bluff,Summer Bluff AL,US,34.9592,-85.7672,AL,unchecked
98276,Birchwood Lakes,Birchwood Lakes PA,US,41.2513,-74.9103,PA,unchecked
98277,Sulphur Spring,Sulphur Spring AL,US,33.1157,-86.4436,AL,unchecked
98278,Big Bass Lake,Big Bass Lake PA,US,41.2525,-75.4795,PA,unchecked
98279,Sublett Mill,Sublett Mill AL,US,34.699,-86.4186,AL,unchecked
98280,Sueann,Sueann AL,US,33.7704,-86.6703,AL,unchecked
98281,Harmony Hill,Harmony Hill PA,US,39.9818,-75.6722,PA,unchecked
98282,Sturkie,Sturkie AL,US,32.7979,-85.4688,AL,unchecked
98283,Shannon Wood,Shannon Wood FL,US,29.633,-82.439,FL,unchecked
98284,Shady Grove,Shady Grove FL,US,30.653,-84.9963,FL,unchecked
98285,Seven Springs,Seven Springs FL,US,28.2122,-82.6659,FL,unchecked
98286,Seneca,Seneca FL,US,28.8661,-81.6012,FL,unchecked
98287,Seminole Springs,Seminole Springs FL,US,28.8455,-81.5281,FL,unchecked
98288,Selman,Selman FL,US,30.536,-85.0285,FL,unchecked
98289,Hickory Heights,Hickory Heights TN,US,35.2281,-87.3114,TN,unchecked
98290,Coal Creek,Coal Creek AK,US,65.3053,-143.1536,AK,unchecked
98291,Minnesota Flat,Minnesota Flat CA,US,39.4493,-120.8311,CA,unchecked
98292,Twining,Twining NM,US,36.5948,-105.4503,NM,unchecked
98293,Barth,Barth FL,US,30.7616,-87.3303,FL,unchecked
98294,Old Jenny Lind,Old Jenny Lind AR,US,35.2401,-94.3269,AR,unchecked
98295,Old Hickory,Old Hickory AR,US,35.3267,-92.8029,AR,unchecked
98296,Old Botkinburg,Old Botkinburg AR,US,35.6762,-92.4882,AR,unchecked
98297,Olmstead,Olmstead AR,US,34.9431,-92.2124,AR,unchecked
98298,Old Town,Old Town AR,US,33.3848,-93.5757,AR,unchecked
98299,Olvey,Olvey AR,US,36.1909,-92.966,AR,unchecked
98300,Rombauer,Rombauer MO,US,36.8431,-90.2801,MO,unchecked
98301,Romance,Romance MO,US,36.717,-92.5027,MO,unchecked
98302,Queen,Queen NM,US,32.1909,-104.7458,NM,unchecked
98303,Browns Mill,Browns Mill OR,US,42.2035,-123.3342,OR,unchecked
98304,Parker Head,Parker Head ME,US,43.7845,-69.8025,ME,unchecked
98305,Great Falls,Great Falls SC,US,34.5753,-80.9048,SC,unchecked
98306,Jamaica,Jamaica GA,US,31.2519,-81.6523,GA,unchecked
98307,Jake,Jake GA,US,33.6521,-85.2274,GA,unchecked
98308,Carson,Carson VA,US,37.0354,-77.3953,VA,unchecked
98309,Russtown,Russtown NC,US,33.9574,-78.4314,NC,unchecked
98310,Russellville,Russellville NC,US,34.9835,-80.1384,NC,unchecked
98311,Little Mountain,Little Mountain OH,US,41.6403,-81.2818,OH,unchecked
98312,Pikes Peak,Pikes Peak LA,US,29.9805,-90.8081,LA,unchecked
98313,Runion,Runion NC,US,35.8859,-82.7732,NC,unchecked
98314,Rugby,Rugby NC,US,35.3654,-82.5204,NC,unchecked
98315,Pricetown,Pricetown PA,US,40.4268,-75.8219,PA,unchecked
98316,Twin Cedars,Twin Cedars CO,US,39.3597,-105.1672,CO,unchecked
98317,Edna,Edna AL,US,32.2868,-88.0742,AL,unchecked
98318,Edgefield,Edgefield AL,US,34.904,-85.8083,AL,unchecked
98319,Echols Crossroads,Echols Crossroads AL,US,34.5268,-86.7892,AL,unchecked
98320,Easton,Easton AL,US,32.9093,-85.6966,AL,unchecked
98321,East Saginaw,East Saginaw AL,US,33.2854,-86.6575,AL,unchecked
98322,Saint Thomas,Saint Thomas IL,US,38.762,-90.1171,IL,unchecked
98323,Dykes Crossroad,Dykes Crossroad AL,US,31.6002,-85.5611,AL,unchecked
98324,Dyas,Dyas AL,US,30.9624,-87.6761,AL,unchecked
98325,Chipmunk,Chipmunk NY,US,42.057,-78.5753,NY,unchecked
98326,Alander,Alander MA,US,42.0562,-73.4662,MA,unchecked
98327,Bardley,Bardley MO,US,36.6942,-91.1218,MO,unchecked
98328,Banner,Banner MO,US,37.697,-90.8346,MO,unchecked
98329,McGinnis Crossroads,McGinnis Crossroads NC,US,35.2123,-82.0001,NC,unchecked
98330,Long Bar Harbor,Long Bar Harbor MD,US,39.4543,-76.2519,MD,unchecked
98331,Corcoran,Corcoran MN,US,45.1089,-93.5837,MN,unchecked
98332,Cedar Crest North,Cedar Crest North TN,US,36.0679,-83.9832,TN,unchecked
98333,Boswellville,Boswellville NC,US,35.6746,-77.9725,NC,unchecked
98334,Kendall,Kendall WI,US,43.7926,-90.3677,WI,unchecked
98335,Kellnersville,Kellnersville WI,US,44.2253,-87.8021,WI,unchecked
98336,Auburndale,Auburndale WI,US,44.6266,-90.0144,WI,unchecked
98337,Noble Shores,Noble Shores NY,US,43.5451,-75.8782,NY,unchecked
98338,Zena,Zena OK,US,36.5084,-94.8481,OK,unchecked
98339,Tinsley,Tinsley MS,US,32.7321,-90.4604,MS,unchecked
98340,Zia Pueblo,Zia Pueblo NM,US,35.52,-106.7149,NM,unchecked
98341,Zion,Zion OK,US,35.7892,-94.6377,OK,unchecked
98342,Yznaga,Yznaga TX,US,26.3188,-97.8153,TX,unchecked
98343,Zapata,Zapata TX,US,26.9026,-99.2612,TX,unchecked
98344,Zapata Ranch,Zapata Ranch TX,US,26.357,-97.8243,TX,unchecked
98345,Zeb,Zeb OK,US,35.8066,-95.0437,OK,unchecked
98346,Piney Point,Piney Point MD,US,38.1483,-76.5201,MD,unchecked
98347,Pomfret,Pomfret MD,US,38.5699,-77.0304,MD,unchecked
98348,Madison,Madison MD,US,38.5163,-76.2182,MD,unchecked
98349,Mechanicsville,Mechanicsville MD,US,38.4355,-76.7424,MD,unchecked
98350,Zuehl,Zuehl TX,US,29.496,-98.1535,TX,unchecked
98351,Zuni Pueblo,Zuni Pueblo NM,US,35.0693,-108.8558,NM,unchecked
98352,Pylesville,Pylesville MD,US,39.688,-76.3876,MD,unchecked
98353,Sabillasville,Sabillasville MD,US,39.6994,-77.4573,MD,unchecked
98354,Siovi Shuatak,Siovi Shuatak AZ,US,31.9509,-112.5982,AZ,unchecked
98355,Signal,Signal AZ,US,34.4742,-113.6338,AZ,unchecked
98356,Sikort Chuapo,Sikort Chuapo AZ,US,32.3153,-112.6718,AZ,unchecked
98357,Sheldon,Sheldon AZ,US,32.8148,-109.1723,AZ,unchecked
98358,Sif Vaya,Sif Vaya AZ,US,32.6181,-112.1146,AZ,unchecked
98359,Serape,Serape AZ,US,33.2328,-111.8371,AZ,unchecked
98360,Shawmut,Shawmut AZ,US,32.997,-112.5038,AZ,unchecked
98361,Merriam,Merriam IL,US,38.3625,-88.2773,IL,unchecked
98362,Sivili Chuchg,Sivili Chuchg AZ,US,31.7442,-112.1607,AZ,unchecked
98363,Skoksonak,Skoksonak AZ,US,32.2956,-111.5376,AZ,unchecked
98364,Kimball,Kimball MI,US,42.9481,-82.5624,MI,unchecked
98365,Forest Heights,Forest Heights TN,US,35.8276,-84.2358,TN,unchecked
98366,Waverly Gables,Waverly Gables OH,US,39.1159,-83.0066,OH,unchecked
98367,Shulerville,Shulerville SC,US,33.1874,-79.632,SC,unchecked
98368,Babcock Hill,Babcock Hill NY,US,42.9317,-75.2207,NY,unchecked
98369,Sheppard Crossroads,Sheppard Crossroads SC,US,33.9618,-82.0471,SC,unchecked
98370,Singletary Forks,Singletary Forks SC,US,33.3571,-79.6915,SC,unchecked
98371,Hardy,Hardy TN,US,36.3184,-85.4405,TN,unchecked
98372,Gerlaw,Gerlaw IL,US,40.987,-90.6018,IL,unchecked
98373,Gladwin,Gladwin MI,US,43.9837,-84.4876,MI,unchecked
98374,Girard,Girard MI,US,42.0295,-85.0014,MI,unchecked
98375,Sodaville,Sodaville NV,US,38.341,-118.1029,NV,unchecked
98376,Gleneden Beach,Gleneden Beach OR,US,44.8812,-124.0343,OR,unchecked
98377,Westport,Westport ME,US,43.8992,-69.7084,ME,unchecked
98378,Wheelock,Wheelock ME,US,47.2248,-68.7434,ME,unchecked
98379,Wheelock Mill,Wheelock Mill ME,US,46.9995,-68.8967,ME,unchecked
98380,Wildwood,Wildwood ME,US,44.9059,-69.4642,ME,unchecked
98381,Williamsburg,Williamsburg ME,US,45.3801,-69.1159,ME,unchecked
98382,Short,Short TX,US,31.718,-94.1838,TX,unchecked
98383,Hutchinson,Hutchinson AR,US,35.6448,-91.6743,AR,unchecked
98384,Catherine Lake,Catherine Lake NC,US,34.8177,-77.5639,NC,unchecked
98385,Marietta,Marietta TX,US,33.1735,-94.5425,TX,unchecked
98386,Gautier,Gautier MS,US,30.4106,-88.6568,MS,unchecked
98387,Steel City,Steel City IL,US,37.9981,-88.8792,IL,unchecked
98388,Steele,Steele IL,US,41.5059,-87.9623,IL,unchecked
98389,Whitmore Village,Whitmore Village HI,US,21.5119,-158.0274,HI,unchecked
98390,Hardee,Hardee MS,US,32.5932,-90.8551,MS,unchecked
98391,Hardy,Hardy MS,US,33.8821,-89.8295,MS,unchecked
98392,Goldsberry,Goldsberry MO,US,39.9623,-92.7694,MO,unchecked
98393,Goldman,Goldman MO,US,38.2973,-90.5215,MO,unchecked
98394,Pike,Pike WV,US,39.2834,-81.0815,WV,unchecked
98395,Alaculsy,Alaculsy GA,US,34.9887,-84.633,GA,unchecked
98396,Selle,Selle ID,US,48.3569,-116.4896,ID,unchecked
98397,Dawson,Dawson GA,US,31.7721,-84.4437,GA,unchecked
98398,Wooglin,Wooglin NY,US,42.2526,-79.4653,NY,unchecked
98399,Woodybrook,Woodybrook NY,US,41.2351,-73.889,NY,unchecked
98400,Keysville,Keysville MD,US,39.634,-77.2586,MD,unchecked
98401,Barren Plain,Barren Plain TN,US,36.6014,-86.9194,TN,unchecked
98402,Wilsonville,Wilsonville CT,US,42.0123,-71.8901,CT,unchecked
98403,Golf Club Shores,Golf Club Shores MD,US,38.2512,-75.1685,MD,unchecked
98404,Kinkora Heights,Kinkora Heights PA,US,40.3731,-77.0244,PA,unchecked
98405,Delphia,Delphia SC,US,34.941,-81.2298,SC,unchecked
98406,Little Salisbury,Little Salisbury VA,US,37.3207,-75.9349,VA,unchecked
98407,Deans,Deans SC,US,34.4021,-82.6876,SC,unchecked
98408,Thomas Lane,Thomas Lane CA,US,35.4875,-119.2848,CA,unchecked
98409,Thorn,Thorn CA,US,34.4758,-117.2809,CA,unchecked
98410,Thomas Mountain,Thomas Mountain CA,US,33.6125,-116.627,CA,unchecked
98411,Alburg,Alburg VT,US,44.975,-73.3001,VT,unchecked
98412,Wade Mills,Wade Mills NC,US,34.9657,-80.047,NC,unchecked
98413,Ono,Ono CA,US,40.4801,-122.6257,CA,unchecked
98414,Brockton,Brockton PA,US,40.7484,-76.0685,PA,unchecked
98415,Brockport,Brockport PA,US,41.2598,-78.7267,PA,unchecked
98416,Broadway,Broadway PA,US,41.2473,-76.2147,PA,unchecked
98417,Cedars,Cedars DE,US,39.7418,-75.6372,DE,unchecked
98418,Prosser,Prosser WA,US,46.2068,-119.7663,WA,unchecked
98419,Winter Harbor,Winter Harbor ME,US,44.3848,-68.0783,ME,unchecked
98420,Glen Berne Estates,Glen Berne Estates DE,US,39.7168,-75.633,DE,unchecked
98421,Winterport,Winterport ME,US,44.6584,-68.9119,ME,unchecked
98422,Woodstock,Woodstock ME,US,44.3931,-70.5893,ME,unchecked
98423,Woodland,Woodland ME,US,46.8841,-68.1195,ME,unchecked
98424,Truesdell,Truesdell WI,US,42.5667,-87.9012,WI,unchecked
98425,Truman,Truman WI,US,42.7194,-90.2298,WI,unchecked
98426,Houston,Houston NE,US,40.9158,-97.5401,NE,unchecked
98427,Shavertown,Shavertown VA,US,38.6637,-78.6261,VA,unchecked
98428,Tarrant,Tarrant WI,US,44.5966,-91.8432,WI,unchecked
98429,Tavera,Tavera WI,US,43.2841,-90.6457,WI,unchecked
98430,Tell,Tell WI,US,44.3805,-91.8663,WI,unchecked
98431,Shore Park,Shore Park VA,US,37.1101,-76.5527,VA,unchecked
98432,Tioga,Tioga WI,US,44.6841,-90.7932,WI,unchecked
98433,Torun,Torun WI,US,44.6136,-89.5096,WI,unchecked
98434,Hoag,Hoag NE,US,40.3175,-96.8328,NE,unchecked
98435,Trippville,Trippville WI,US,43.7091,-90.4043,WI,unchecked
98436,Myers,Myers WA,US,46.7215,-118.7619,WA,unchecked
98437,Murnen,Murnen WA,US,46.629,-123.3229,WA,unchecked
98438,Harryhogan,Harryhogan VA,US,38.0071,-76.5441,VA,unchecked
98439,Nass,Nass WA,US,46.3387,-120.1462,WA,unchecked
98440,Nancy,Nancy WA,US,46.6646,-119.5698,WA,unchecked
98441,Nallpee,Nallpee WA,US,46.5582,-123.6124,WA,unchecked
98442,Nemah,Nemah WA,US,46.512,-123.886,WA,unchecked
98443,Burntside Lake,Burntside Lake MN,US,47.8927,-92.0346,MN,unchecked
98444,Haywood,Haywood WV,US,39.3773,-80.3325,WV,unchecked
98445,Hazel,Hazel WV,US,39.5476,-80.5118,WV,unchecked
98446,Hawks Nest,Hawks Nest WV,US,38.1159,-81.117,WV,unchecked
98447,Noria,Noria NM,US,31.8048,-106.8633,NM,unchecked
98448,Hattie,Hattie WV,US,38.8998,-81.0126,WV,unchecked
98449,Millers Falls,Millers Falls MA,US,42.5792,-72.4925,MA,unchecked
98450,Millis-Clicquot,Millis-Clicquot MA,US,42.1648,-71.3544,MA,unchecked
98451,Chiriaco Summit,Chiriaco Summit CA,US,33.6609,-115.7214,CA,unchecked
98452,Marshfield Hills,Marshfield Hills MA,US,42.1487,-70.7315,MA,unchecked
98453,Mashpee Neck,Mashpee Neck MA,US,41.6119,-70.4666,MA,unchecked
98454,Buenos Aires,Buenos Aires AZ,US,31.5212,-111.6573,AZ,unchecked
98455,Buckeye Mill,Buckeye Mill AZ,US,32.2562,-109.5823,AZ,unchecked
98456,Timberlake,Timberlake NM,US,35.2012,-108.4843,NM,unchecked
98457,Wegatchie,Wegatchie NY,US,44.3042,-75.5855,NY,unchecked
98458,Barbarosa,Barbarosa TX,US,29.7013,-98.0031,TX,unchecked
98459,Everson,Everson PA,US,40.0907,-79.5871,PA,unchecked
98460,Red Rock Ranch,Red Rock Ranch NM,US,35.4242,-108.0262,NM,unchecked
98461,Evergreen Park,Evergreen Park PA,US,40.6415,-75.4846,PA,unchecked
98462,Heathman,Heathman MS,US,33.4401,-90.7204,MS,unchecked
98463,Beaverton,Beaverton MT,US,48.4236,-107.254,MT,unchecked
98464,Wimberly Estates,Wimberly Estates FL,US,29.6908,-82.3771,FL,unchecked
98465,Upham,Upham ND,US,48.5815,-100.7284,ND,unchecked
98466,Westmoreland,Westmoreland OR,US,45.4762,-122.647,OR,unchecked
98467,Spades,Spades IN,US,39.2539,-85.1227,IN,unchecked
98468,Gapsville,Gapsville PA,US,39.9534,-78.2417,PA,unchecked
98469,Williamsburg Station,Williamsburg Station MA,US,42.3876,-72.717,MA,unchecked
98470,Hardenville,Hardenville MO,US,36.5892,-92.3713,MO,unchecked
98471,Garards Fort,Garards Fort PA,US,39.8159,-80.0264,PA,unchecked
98472,Dutch Hollow,Dutch Hollow IL,US,38.5676,-90.0309,IL,unchecked
98473,East St. Louis,East St. Louis IL,US,38.6155,-90.1304,IL,unchecked
98474,East Carondelet,East Carondelet IL,US,38.5385,-90.24,IL,unchecked
98475,Emmett,Emmett LA,US,32.0718,-93.4427,LA,unchecked
98476,Emma,Emma LA,US,29.9385,-91.8857,LA,unchecked
98477,Tigard,Tigard OR,US,45.4237,-122.7845,OR,unchecked
98478,Enoka,Enoka LA,US,32.5304,-91.1673,LA,unchecked
98479,English,English LA,US,32.2599,-92.7918,LA,unchecked
98480,Eola,Eola LA,US,30.9113,-92.216,LA,unchecked
98481,McPaul,McPaul IA,US,40.8219,-95.8028,IA,unchecked
98482,Lakewood Village,Lakewood Village TX,US,33.1379,-96.9751,TX,unchecked
98483,Wenatchee Heights,Wenatchee Heights WA,US,47.3598,-120.2873,WA,unchecked
98484,Carlyle,Carlyle KS,US,37.9936,-95.3908,KS,unchecked
98485,Wenas,Wenas WA,US,46.8726,-120.774,WA,unchecked
98486,Sportmans Shores,Sportmans Shores OK,US,36.4645,-95.083,OK,unchecked
98487,Riley,Riley AR,US,33.3632,-91.7165,AR,unchecked
98488,Riggs,Riggs AR,US,35.7706,-90.9546,AR,unchecked
98489,Riverdale,Riverdale AR,US,35.4237,-94.1041,AR,unchecked
98490,River Front,River Front AR,US,35.2629,-90.6668,AR,unchecked
98491,Risher,Risher AR,US,35.7467,-90.9737,AR,unchecked
98492,Sand Springs,Sand Springs TN,US,36.1301,-85.3405,TN,unchecked
98493,Sampson,Sampson TN,US,35.6759,-85.2722,TN,unchecked
98494,Salt Lick,Salt Lick TN,US,35.9262,-87.5497,TN,unchecked
98495,Sal City,Sal City TN,US,35.0559,-86.0491,TN,unchecked
98496,Sainville,Sainville TN,US,35.5098,-85.9128,TN,unchecked
98497,Saint Marys,Saint Marys TN,US,35.0351,-87.4189,TN,unchecked
98498,Saint John,Saint John TN,US,36.5945,-85.3072,TN,unchecked
98499,Prairie View,Prairie View KS,US,39.832,-99.5732,KS,unchecked
98500,Rabontown,Rabontown NC,US,34.1732,-78.1775,NC,unchecked
98501,Rains Crossroads,Rains Crossroads NC,US,35.5152,-78.1444,NC,unchecked
98502,Copic Slab,Copic Slab OK,US,35.6098,-94.5591,OK,unchecked
98503,Cora,Cora OK,US,36.7978,-98.917,OK,unchecked
98504,Huckaville,Huckaville AL,US,31.0796,-86.4161,AL,unchecked
98505,Cornatzar,Cornatzar OK,US,36.639,-95.1077,OK,unchecked
98506,Hubbard,Hubbard AL,US,32.899,-86.818,AL,unchecked
98507,Cottingham,Cottingham OK,US,35.9623,-96.9523,OK,unchecked
98508,Cotton Valley,Cotton Valley OK,US,36.9709,-95.8589,OK,unchecked
98509,Counts,Counts OK,US,34.6734,-95.5789,OK,unchecked
98510,Penawawa,Penawawa WA,US,46.7049,-117.6888,WA,unchecked
98511,Hurley,Hurley AL,US,34.2751,-85.623,AL,unchecked
98512,Humpton,Humpton AL,US,34.5476,-86.305,AL,unchecked
98513,Kelly,Kelly KY,US,36.9706,-87.4769,KY,unchecked
98514,Winchester,Winchester GA,US,32.4182,-83.9577,GA,unchecked
98515,Chesterfield,Chesterfield NJ,US,40.1166,-74.6459,NJ,unchecked
98516,Edgewater Park,Edgewater Park NJ,US,40.054,-74.9117,NJ,unchecked
98517,Delanco,Delanco NJ,US,40.0491,-74.9456,NJ,unchecked
98518,Westampton,Westampton NJ,US,40.0168,-74.8213,NJ,unchecked
98519,Burlington,Burlington NJ,US,40.0641,-74.8394,NJ,unchecked
98520,Eastampton,Eastampton NJ,US,40.001,-74.7553,NJ,unchecked
98521,Mount Holly,Mount Holly NJ,US,39.995,-74.7863,NJ,unchecked
98522,Florence,Florence NJ,US,40.0977,-74.7886,NJ,unchecked
98523,Withers,Withers GA,US,30.8549,-82.9032,GA,unchecked
98524,Benderville,Benderville WI,US,44.6114,-87.8551,WI,unchecked
98525,Jonestown,Jonestown SC,US,33.9466,-79.2409,SC,unchecked
98526,Thorndale,Thorndale TX,US,30.6141,-97.2068,TX,unchecked
98527,Farralltown,Farralltown MT,US,46.3964,-108.5487,MT,unchecked
98528,Andrix,Andrix CO,US,37.2795,-103.1927,CO,unchecked
98529,Villegreen,Villegreen CO,US,37.3059,-103.5202,CO,unchecked
98530,Barr,Barr MS,US,34.6245,-89.7801,MS,unchecked
98531,Villa Park,Villa Park NJ,US,40.1437,-74.0421,NJ,unchecked
98532,Villa Madonna,Villa Madonna NJ,US,40.9145,-74.8124,NJ,unchecked
98533,Beaver Springs,Beaver Springs OR,US,46.0459,-122.9482,OR,unchecked
98534,Vienna Gardens,Vienna Gardens NJ,US,39.5112,-74.6224,NJ,unchecked
98535,Gober,Gober GA,US,34.3056,-84.4071,GA,unchecked
98536,Mose,Mose ND,US,47.5786,-98.4548,ND,unchecked
98537,Goldmine,Goldmine GA,US,34.2907,-83.046,GA,unchecked
98538,Goffs Mill,Goffs Mill GA,US,31.7054,-84.6958,GA,unchecked
98539,Goose Island,Goose Island GA,US,34.7854,-84.4024,GA,unchecked
98540,Goose Neck,Goose Neck GA,US,32.2485,-83.4521,GA,unchecked
98541,Schaffer,Schaffer MI,US,45.7611,-87.2987,MI,unchecked
98542,Harris,Harris NY,US,41.7143,-74.7263,NY,unchecked
98543,Homberg,Homberg IL,US,37.3253,-88.552,IL,unchecked
98544,Harpursville,Harpursville NY,US,42.1784,-75.6246,NY,unchecked
98545,Zimmerman,Zimmerman AL,US,32.6157,-87.3825,AL,unchecked
98546,South Berlin,South Berlin TN,US,35.5006,-86.8367,TN,unchecked
98547,Marlton Heights,Marlton Heights NJ,US,39.664,-75.3574,NJ,unchecked
98548,Marlyn Manor,Marlyn Manor NJ,US,39.0171,-74.8735,NJ,unchecked
98549,Marlton Lakes,Marlton Lakes NJ,US,39.809,-74.8982,NJ,unchecked
98550,North Orwell,North Orwell PA,US,41.9126,-76.3147,PA,unchecked
98551,North Mountain,North Mountain PA,US,41.2923,-76.5524,PA,unchecked
98552,North Ghent,North Ghent PA,US,41.892,-76.4419,PA,unchecked
98553,North Sandy,North Sandy PA,US,41.3884,-79.9995,PA,unchecked
98554,North Rome,North Rome PA,US,41.8726,-76.4011,PA,unchecked
98555,Stockton,Stockton MO,US,37.697,-93.796,MO,unchecked
98556,Warrens Mill,Warrens Mill PA,US,39.7795,-78.957,PA,unchecked
98557,Violet Wood,Violet Wood PA,US,40.1382,-74.8496,PA,unchecked
98558,Vira,Vira PA,US,40.6515,-77.533,PA,unchecked
98559,Virginia Mills,Virginia Mills PA,US,39.8029,-77.3761,PA,unchecked
98560,Vogansville,Vogansville PA,US,40.124,-76.1299,PA,unchecked
98561,Isham,Isham TN,US,36.5976,-84.4388,TN,unchecked
98562,Bornite,Bornite AK,US,67.0592,-156.9428,AK,unchecked
98563,Womelsdorf Station,Womelsdorf Station PA,US,40.3531,-76.1783,PA,unchecked
98564,Womelsdorf,Womelsdorf PA,US,40.3655,-76.1864,PA,unchecked
98565,Lower Dutchtown,Lower Dutchtown PA,US,40.4173,-78.6292,PA,unchecked
98566,Dubois,Dubois ID,US,44.1727,-112.2293,ID,unchecked
98567,Bethel,Bethel SC,US,33.4413,-79.4915,SC,unchecked
98568,The Hills,The Hills NJ,US,40.6561,-74.6215,NJ,unchecked
98569,Lucca,Lucca CA,US,36.2452,-119.0898,CA,unchecked
98570,Ogontz,Ogontz ME,US,45.8203,-69.7131,ME,unchecked
98571,Lucia,Lucia CA,US,36.0208,-121.5505,CA,unchecked
98572,Evergreen,Evergreen MS,US,34.1621,-88.5114,MS,unchecked
98573,Sentinel Heights,Sentinel Heights NY,US,42.9501,-76.1149,NY,unchecked
98574,Ida,Ida AR,US,35.5881,-91.9279,AR,unchecked
98575,Enon,Enon WV,US,38.3096,-80.8968,WV,unchecked
98576,West Hill,West Hill MS,US,33.1024,-89.9148,MS,unchecked
98577,Tomotla,Tomotla NC,US,35.1348,-83.9844,NC,unchecked
98578,Toliver,Toliver NC,US,36.3685,-81.6001,NC,unchecked
98579,Toledo,Toledo NC,US,35.9871,-82.2696,NC,unchecked
98580,Topton,Topton NC,US,35.247,-83.7032,NC,unchecked
98581,Pocatalico,Pocatalico WV,US,38.4904,-81.6473,WV,unchecked
98582,Howard,Howard WA,US,47.8979,-119.8248,WA,unchecked
98583,Elkhorn,Elkhorn MO,US,39.3092,-94.1127,MO,unchecked
98584,Franklin Lakes,Franklin Lakes NJ,US,41.0086,-74.2083,NJ,unchecked
98585,Franklin,Franklin NJ,US,41.1101,-74.5886,NJ,unchecked
98586,Ludlow,Ludlow PA,US,41.7284,-78.9434,PA,unchecked
98587,Poe,Poe WV,US,38.2521,-80.9659,WV,unchecked
98588,Delcarbon,Delcarbon CO,US,37.7125,-104.8769,CO,unchecked
98589,Tioga,Tioga CO,US,37.6989,-104.9275,CO,unchecked
98590,Graytown,Graytown WI,US,45.1994,-92.1271,WI,unchecked
98591,Point Pleasant,Point Pleasant MO,US,36.4526,-89.5745,MO,unchecked
98592,Mountain Lake Camp,Mountain Lake Camp NC,US,35.2951,-82.4735,NC,unchecked
98593,Old Ford,Old Ford NC,US,35.6343,-77.0638,NC,unchecked
98594,Marysville,Marysville CA,US,39.1518,-121.5835,CA,unchecked
98595,Glenelk,Glenelk CO,US,39.4631,-105.3564,CO,unchecked
98596,Cedar Mill,Cedar Mill AZ,US,34.472,-111.9965,AZ,unchecked
98597,Riverview,Riverview CO,US,39.3975,-105.268,CO,unchecked
98598,Camp Nashoba,Camp Nashoba MA,US,42.6029,-71.4476,MA,unchecked
98599,Camp Wakitatina,Camp Wakitatina MA,US,42.6004,-71.4503,MA,unchecked
98600,Camp Cielo Celeste,Camp Cielo Celeste MA,US,42.602,-71.4453,MA,unchecked
98601,Hand Valley,Hand Valley AR,US,36.2051,-92.4946,AR,unchecked
98602,Waverly Woods,Waverly Woods IN,US,39.5514,-86.2697,IN,unchecked
98603,Waverly,Waverly IN,US,39.557,-86.2714,IN,unchecked
98604,Waugh,Waugh IN,US,40.0845,-86.3067,IN,unchecked
98605,Bloom Center,Bloom Center OH,US,41.2109,-83.5927,OH,unchecked
98606,Blackhawk,Blackhawk OH,US,39.3217,-84.0716,OH,unchecked
98607,New Survey,New Survey MO,US,36.1034,-89.914,MO,unchecked
98608,Blakeslee,Blakeslee OH,US,41.5243,-84.7309,OH,unchecked
98609,Bismarck,Bismarck OH,US,41.1651,-82.7871,OH,unchecked
98610,Blachleyville,Blachleyville OH,US,40.7645,-82.0821,OH,unchecked
